"tilskuddsnummer";"tilskuddsmottakerOrganisasjonsnummer";"tilskuddsmottakerNavn";"kommunenummer";"kommune";"fylkesnummer";"fylke";"naeringskode1";"naeringskode2";"naeringskode3";"tilskuddsbelop";"tildelingsdato";"tilskuddsperiode";"sammenligningsperiode";"sumFasteUungaaeligeKostanderITilskuddsperioden";"omsetningITilskuddsperiode";"omsetningISammenligningsperiode";"justeringsfaktor";"uavhengigMedsignererOrganisasjonsnummer";"uavhengigMedsignererNavn"
"2021009800";"919330759";"MOHAMUD KISMAYO TAXI";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"10485,35";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"25564,00";"114903,00";"277506,00";"0.70";"917409668";"GLOBAL BUSINESS CONSULTING AS"
"2021009799";"918915117";"MLT MASKIN & LASERTEKNIKK AS";"0301";"OSLO";"0300";"Oslo";"46.693";"";"";"82003,80";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"149767,00";"600980,00";"2759366,00";"0.70";"936775365";"NIMBUS REGNSKAP AS"
"2021009798";"919330759";"MOHAMUD KISMAYO TAXI";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"17667,25";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"25564,00";"60090,00";"321436,00";"0.85";"917409668";"GLOBAL BUSINESS CONSULTING AS"
"2021009797";"944690050";"HOTEL NORGE AS";"0301";"OSLO";"0300";"Oslo";"55.101";"";"";"85477,80";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"347616,00";"884818,00";"1363948,00";"0.70";"970595945";"BRATLIES REGNSKAP Øystein Bratlie"
"2021009796";"821509262";"DANCIFY AS";"0301";"OSLO";"0300";"Oslo";"85.522";"";"";"11129,15";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"60413,00";"22490,00";"67492,00";"0.85";"986998055";"ACONTE ØKONOMI Liv Marit By"
"2021009795";"821509262";"DANCIFY AS";"0301";"OSLO";"0300";"Oslo";"85.522";"";"";"10525,35";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"60413,00";"28040,00";"75907,00";"0.70";"986998055";"ACONTE ØKONOMI Liv Marit By"
"2021009794";"994639927";"RAGNARS AS";"3814";"KRAGERØ";"3800";"Vestfold og Telemark";"10.890";"";"";"27146,19";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"82940,00";"274951,00";"538303,00";"0.85";"971644680";"REGNSKAPSCONSULT AS"
"2021009792";"976970934";"ANNELISE HELLEM";"3022";"FROGN";"3000";"Viken";"85.510";"";"";"58726,01";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"74768,00";"54000,00";"711000,00";"0.85";"962460062";"HILDE MATHISEN SLETTEBERG"
"2021009791";"976970934";"ANNELISE HELLEM";"3022";"FROGN";"3000";"Viken";"85.510";"";"";"50911,12";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"78708,00";"54000,00";"711000,00";"0.70";"962460062";"HILDE MATHISEN SLETTEBERG"
"2021009790";"889643412";"ARBIRO AS";"1516";"ULSTEIN";"1500";"Møre og Romsdal";"46.421";"";"";"94364,75";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"365283,00";"2636992,00";"4179383,00";"0.70";"993606650";"BDO AS"
"2021009789";"919314079";"ROWDA MAHAMUD ABDULLAHI BILE";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"14466,55";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"24595,67";"95274,00";"309301,00";"0.85";"917409668";"GLOBAL BUSINESS CONSULTING AS"
"2021009788";"997402987";"SPINN DANSESTUDIO DA";"4204";"KRISTIANSAND";"4200";"Agder";"90.012";"";"";"17412,62";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"64451,00";"682719,00";"1000827,00";"0.85";"992093994";"TET REGNSKAP OG ØKONOMI AS"
"2021009787";"996482251";"SCANTEC NORGE AS";"3024";"BÆRUM";"3000";"Viken";"43.221";"";"";"46995,28";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"187061,00";"1397320,00";"2179565,00";"0.70";"993800139";"ECIT VIKEN AS"
"2021009786";"978681476";"ESMO RESTAURANTDRIFT AS";"3030";"LILLESTRØM";"3000";"Viken";"56.101";"";"";"164449,50";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"644824,00";"2235405,00";"3193597,00";"0.85";"994511076";"SANDUM INVEST & REGNSKAP AS"
"2021009785";"914137276";"DEN GAMLE SKOBUTIKKEN AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"43229,59";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"177706,00";"807005,00";"1236829,00";"0.70";"960536592";"ECONPARTNER SKULLERUD AS"
"2021009784";"914137276";"DEN GAMLE SKOBUTIKKEN AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"112570,74";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"138645,00";"61554,00";"1374517,00";"0.85";"960536592";"ECONPARTNER SKULLERUD AS"
"2021009783";"991406417";"FOLKETS RESTAURANT DRIFT AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"102042,18";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"210200,00";"1501000,00";"3499821,00";"0.85";"917745757";"PRIMO REGNSKAP AS"
"2021009782";"991406417";"FOLKETS RESTAURANT DRIFT AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"65973,40";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"207050,00";"1852772,00";"3400786,00";"0.70";"917745757";"PRIMO REGNSKAP AS"
"2021009781";"922164835";"ADVOKAT HELEN JENSSEN AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"69.100";"";"";"13091,84";"2021-03-06T00:00";"september-oktober2020";"september-oktober2019";"56438,00";"151223,00";"226173,00";"0.70";"944225722";"VSK REGNSKAP AS"
"2021009780";"921898665";"BUTIKKDRIFT MAHMOOD AS";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"5743,25";"2021-03-06T00:00";"november-desember2020";"november-desember2019";"11387,00";"1074884,00";"2643428,00";"0.85";"993606650";"BDO AS"
"2021009779";"966980117";"LÆGREID HOTELL AS";"4640";"SOGNDAL";"4600";"Vestland";"55.101";"";"";"107230,14";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"291568,00";"885495,00";"2279510,00";"0.85";"997855965";"ELLINGSEN REGNSKAPSSERVICE AS"
"2021009778";"980677052";"ROLF ALM ULRIKSEN";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"18855,39";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"32396,00";"120877,00";"383419,00";"0.85";"922829845";"PARTNER REVISJON AS"
"2021009777";"980677052";"ROLF ALM ULRIKSEN";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"11469,44";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"34771,00";"181834,00";"343877,00";"0.70";"922829845";"PARTNER REVISJON AS"
"2021009776";"915081606";"NORDISK MAT AS";"3025";"ASKER";"3000";"Viken";"46.170";"";"";"17305,79";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"27399,00";"347681,00";"1353285,00";"0.85";"985286736";"REGNSKAPSFABRIKKEN AS"
"2021009775";"915081606";"NORDISK MAT AS";"3025";"ASKER";"3000";"Viken";"46.170";"";"";"11752,49";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"29510,00";"753395,00";"1747752,00";"0.70";"985286736";"REGNSKAPSFABRIKKEN AS"
"2021009774";"979554788";"AUKRA MARITIME AS";"1547";"AUKRA";"1500";"Møre og Romsdal";"28.221";"";"";"304957,52";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"805823,00";"17540949,00";"31618203,00";"0.85";"993606650";"BDO AS"
"2021009773";"979554788";"AUKRA MARITIME AS";"1547";"AUKRA";"1500";"Møre og Romsdal";"28.221";"";"";"176399,88";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"773917,00";"12622310,00";"18716802,00";"0.70";"993606650";"BDO AS"
"2021009772";"920403239";"VINJE CAMPING AS";"1525";"STRANDA";"1500";"Møre og Romsdal";"55.300";"";"";"45260,87";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"67879,00";"21080,00";"97799,00";"0.85";"936698174";"NORDDAL REKNESKAPSKONTOR AS"
"2021009771";"920403239";"VINJE CAMPING AS";"1525";"STRANDA";"1500";"Møre og Romsdal";"55.300";"";"";"34111,30";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"76049,00";"119649,00";"333077,00";"0.70";"936698174";"NORDDAL REKNESKAPSKONTOR AS"
"2021009770";"991384448";"BUTIKKDRIFT ZAS Naveed Zafar";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"7104,68";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"17474,00";"1154260,00";"2212652,00";"0.85";"993606650";"BDO AS"
"2021009769";"982166225";"SIBELIA AS";"1507";"ÅLESUND";"1500";"Møre og Romsdal";"46.381";"";"";"42559,30";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"109692,00";"2732747,00";"5027663,00";"0.85";"976253620";"STETTE AS"
"2021009768";"982166225";"SIBELIA AS";"1507";"ÅLESUND";"1500";"Møre og Romsdal";"46.381";"";"";"24705,02";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"85397,00";"3153237,00";"5374348,00";"0.70";"976253620";"STETTE AS"
"2021009767";"987549580";"KIOSKDRIFT ADONIS OCAMPO";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"8016,11";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"31087,00";"3593317,00";"5688977,00";"0.70";"993606650";"BDO AS"
"2021009766";"987549580";"KIOSKDRIFT ADONIS OCAMPO";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"14550,52";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"30085,00";"2183517,00";"5066121,00";"0.85";"993606650";"BDO AS"
"2021009765";"999216684";"BRISCOR AS";"4601";"BERGEN";"4600";"Vestland";"47.112";"";"";"5473,13";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"20637,00";"1274961,00";"2052650,00";"0.70";"993606650";"BDO AS"
"2021009764";"999216684";"BRISCOR AS";"4601";"BERGEN";"4600";"Vestland";"47.112";"";"";"8509,24";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"23219,00";"1066366,00";"1874599,00";"0.85";"993606650";"BDO AS"
"2021009763";"917869529";"GLH TRONDHEIM AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"47.599";"";"";"19534,70";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"90851,00";"1365736,00";"1971243,00";"0.70";"989271733";"VEKTE AS"
"2021009762";"918056149";"BUTIKKDRIFT DINCER AS";"3033";"ULLENSAKER";"3000";"Viken";"47.112";"";"";"13730,81";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"20481,00";"600288,00";"14204081,00";"0.70";"993606650";"BDO AS"
"2021009761";"918056149";"BUTIKKDRIFT DINCER AS";"3033";"ULLENSAKER";"3000";"Viken";"47.112";"";"";"19320,38";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"22802,00";"29382,00";"9286273,00";"0.85";"993606650";"BDO AS"
"2021009760";"915445454";"BUTIKKDRIFT PAULSEN AS";"3803";"TØNSBERG";"3800";"Vestfold og Telemark";"47.112";"";"";"10808,89";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"37514,00";"2564029,00";"3878874,00";"0.85";"993606650";"BDO AS"
"2021009759";"914410045";"BUTIKKDRIFT UMAZABAL GUERRA";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"9426,84";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"32158,00";"1097755,00";"1675635,00";"0.85";"993606650";"BDO AS"
"2021009758";"964538794";"PARTNER PLAST AS";"1539";"RAUMA";"1500";"Møre og Romsdal";"22.290";"62.010";"";"531632,74";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"2053951,00";"17821675,00";"28277741,00";"0.70";"993606650";"BDO AS"
"2021009757";"964538794";"PARTNER PLAST AS";"1539";"RAUMA";"1500";"Møre og Romsdal";"22.290";"62.010";"";"990601,35";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"2110126,00";"11630206,00";"25977423,00";"0.85";"993606650";"BDO AS"
"2021009755";"981681681";"ROY SØRENSEN TAXI OG PERSONTRANPORT";"3005";"DRAMMEN";"3000";"Viken";"49.320";"";"";"12578,01";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"25532,00";"114888,00";"273265,00";"0.85";"870992122";"NORGES TAXI REGNSKAP AS"
"2021009754";"920194648";"ABDULKADIR TAXI ABDULKADIR MOHAMED ABDI";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"8371,34";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"24074,00";"167480,00";"332805,00";"0.70";"984257287";"TAXIØKONOMI AS"
"2021009753";"983389562";"ASPIRIA AS";"0301";"OSLO";"0300";"Oslo";"62.020";"";"";"70856,14";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"166868,00";"2589671,00";"6582887,00";"0.70";"992663936";"TØRRE TALL AS"
"2021009752";"983389562";"ASPIRIA AS";"0301";"OSLO";"0300";"Oslo";"62.020";"";"";"91213,98";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"164510,00";"1805220,00";"5191952,00";"0.85";"992663936";"TØRRE TALL AS"
"2021009751";"958863780";"ANNET FORMAT AS";"3005";"DRAMMEN";"3000";"Viken";"74.103";"";"";"15994,47";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"35190,00";"127538,00";"363678,00";"0.70";"993606650";"BDO AS"
"2021009750";"938455473";"GROBI AS";"3443";"VESTRE TOTEN";"3400";"Innlandet";"71.129";"";"";"21882,10";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"47405,00";"35581,00";"104474,00";"0.70";"995102293";"PS ØKONOMITJENESTER AS"
"2021009749";"938455473";"GROBI AS";"3443";"VESTRE TOTEN";"3400";"Innlandet";"71.129";"";"";"35681,25";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"47161,00";"232264,00";"2113386,00";"0.85";"995102293";"PS ØKONOMITJENESTER AS"
"2021009748";"914969298";"EIK TEATER AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"67373,81";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"167251,00";"2951320,00";"6952007,00";"0.70";"980211282";"DELOITTE AS"
"2021009747";"914969298";"EIK TEATER AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"139935,76";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"172507,00";"369319,00";"8088439,00";"0.85";"980211282";"DELOITTE AS"
"2021009746";"998068878";"EIK BELLA BAMBINA AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"67894,78";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"124194,00";"1209191,00";"5520817,00";"0.70";"980211282";"DELOITTE AS"
"2021009745";"998068878";"EIK BELLA BAMBINA AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"88997,16";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"116015,00";"553728,00";"5678761,00";"0.85";"980211282";"DELOITTE AS"
"2021009743";"983022367";"ZAFAR HUSSAIN";"3024";"BÆRUM";"3000";"Viken";"49.320";"";"";"7750,55";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"27958,00";"113649,00";"188170,00";"0.70";"870992122";"NORGES TAXI REGNSKAP AS"
"2021009742";"877553892";"BERG-HANSEN NORDVEST AS";"1577";"VOLDA";"1500";"Møre og Romsdal";"79.110";"";"";"129296,52";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"455695,00";"3166188,00";"4752649,00";"0.85";"987832916";"HOVDEN & VATNE STATSAUTORISERTE REVISORAR AS"
"2021009741";"917764336";"TIFFANI AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"58769,22";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"148080,00";"177221,00";"332442,00";"0.85";"912363090";"AXANO OSLO AS"
"2021009740";"983022367";"ZAFAR HUSSAIN";"3024";"BÆRUM";"3000";"Viken";"49.320";"";"";"9217,22";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"28033,00";"117204,00";"191142,00";"0.85";"870992122";"NORGES TAXI REGNSKAP AS"
"2021009739";"897214172";"RENAX RENHOLDSSERVICE AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"81.210";"";"";"11038,21";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"34558,00";"425270,00";"681280,00";"0.85";"930522015";"KL CREDITREFORM ØKONOMI AS"
"2021009738";"998697786";"CLASSIC BAR AS";"1833";"RANA";"1800";"Nordland";"56.101";"";"";"72607,48";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"115083,00";"286044,00";"1109781,00";"0.85";"993606650";"BDO AS"
"2021009737";"915109268";"AS HOTEL PARK PENSION";"4601";"BERGEN";"4600";"Vestland";"55.101";"";"";"174849,26";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"213191,00";"23520,00";"669818,00";"0.85";"957170005";"AMESTO ACCOUNTHOUSE AS"
"2021009736";"959117209";"SOGNDAL KULTURHUS AS";"4640";"SOGNDAL";"4600";"Vestland";"59.140";"";"";"62162,11";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"215776,00";"797010,00";"1397062,00";"0.70";"983338917";"AZETS INSIGHT AS"
"2021009735";"959117209";"SOGNDAL KULTURHUS AS";"4640";"SOGNDAL";"4600";"Vestland";"59.140";"";"";"89994,16";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"227625,00";"735919,00";"1730596,00";"0.85";"983338917";"AZETS INSIGHT AS"
"2021009734";"950294574";"AMBULANSEFORUM AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"58.140";"";"";"113408,40";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"162012,00";"0,00";"3382474,00";"0.70";"993863017";"CREAR REGNSKAP AS"
"2021009733";"917463948";"HUSKY POINT RØROS AS";"3430";"OS";"3400";"Innlandet";"93.291";"";"";"28021,76";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"67253,00";"166359,00";"326316,00";"0.85";"998355362";"VEKSTRA OS REGNSKAP AS"
"2021009732";"985001197";"ATIF NISAR";"1108";"SANDNES";"1100";"Rogaland";"49.320";"";"";"10639,09";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"24709,00";"112467,00";"292204,00";"0.70";"966167599";"ROGALAND TAXI AS"
"2021009731";"985001197";"ATIF NISAR";"1108";"SANDNES";"1100";"Rogaland";"49.320";"";"";"15555,18";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"24920,00";"73999,00";"278567,00";"0.85";"966167599";"ROGALAND TAXI AS"
"2021009730";"996420108";"NADIM MUHAMMED";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"5812,47";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"12058,00";"89544,00";"206851,00";"0.85";"951235539";"TAXIREGNSKAP AS"
"2021009729";"993581992";"AC BLAZE AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"130932,30";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"331748,00";"1419585,00";"3254585,00";"0.70";"992663936";"TØRRE TALL AS"
"2021009728";"993581992";"AC BLAZE AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"283695,88";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"336970,00";"35383,00";"3714171,00";"0.85";"992663936";"TØRRE TALL AS"
"2021009726";"912781356";"LØVHEIM INTERIØRBUTIKK OG GJESTEHUSET AS";"3819";"HJARTDAL";"3800";"Vestfold og Telemark";"47.599";"";"";"37751,81";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"61873,00";"40415,00";"143226,00";"0.85";"997645863";"CALLISTO REGNSKAP AS"
"2021009725";"912781356";"LØVHEIM INTERIØRBUTIKK OG GJESTEHUSET AS";"3819";"HJARTDAL";"3800";"Vestfold og Telemark";"47.599";"";"";"14180,45";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"61870,00";"136828,00";"203439,00";"0.70";"997645863";"CALLISTO REGNSKAP AS"
"2021009724";"980728110";"PEDER B SØRVIK AS";"1554";"AVERØY";"1500";"Møre og Romsdal";"10.201";"";"";"77190,62";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"197641,00";"2802879,00";"6340530,00";"0.70";"938251878";"SPAREBANK 1 REGNSKAPSHUSET NORDVEST AS"
"2021009723";"980728110";"PEDER B SØRVIK AS";"1554";"AVERØY";"1500";"Møre og Romsdal";"10.201";"";"";"111789,89";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"194935,00";"1467626,00";"4511243,00";"0.85";"938251878";"SPAREBANK 1 REGNSKAPSHUSET NORDVEST AS"
"2021009722";"989144944";"FUGL FØNIX ETNE AS";"4611";"ETNE";"4600";"Vestland";"55.101";"";"";"36995,41";"2021-03-05T00:00";"november-desember2020";"januar-februar2020";"131874,00";"1415524,00";"2112856,00";"0.85";"970054219";"GRINDHEIM REKNESKAPSKONTOR Åge Grindheim"
"2021009721";"990927170";"AKTIV365 STRAUME AS";"4626";"ØYGARDEN";"4600";"Vestland";"93.130";"";"";"239072,62";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"600574,00";"842283,00";"1584197,00";"0.85";"988782041";"COLLEGIUM REVISJON AS"
"2021009720";"995465809";"SOLBAKKEN GÅRD DA";"5054";"INDRE FOSEN";"5000";"Trøndelag Trööndelage";"55.202";"01.190";"";"25339,35";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"43850,00";"27754,00";"86688,00";"0.85";"975855635";"ÅFJORD REGNSKAP AS"
"2021009719";"915136001";"STEAMHEADS AS";"0301";"OSLO";"0300";"Oslo";"59.110";"";"";"23991,09";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"68329,00";"118971,00";"238700,00";"0.70";"986929320";"CO-X AS"
"2021009715";"981617320";"AJMAL PERVAIZ";"3029";"LØRENSKOG";"3000";"Viken";"49.320";"";"";"6692,24";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"23115,00";"200753,00";"304453,00";"0.85";"870992122";"NORGES TAXI REGNSKAP AS"
"2021009714";"992927593";"ELEMENTMONTASJE VEST AS";"1146";"TYSVÆR";"1100";"Rogaland";"43.990";"";"";"403598,10";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"770662,00";"8235656,00";"21453799,00";"0.85";"984388241";"TVEIT REGNSKAP AS"
"2021009713";"990413614";"BUTT JAWAD BIN KHALID";"1103";"STAVANGER";"1100";"Rogaland";"49.320";"";"";"9941,74";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"26376,00";"181707,00";"326482,00";"0.85";"966167599";"ROGALAND TAXI AS"
"2021009712";"985026270";"FOREST & BROWN AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"256844,64";"2021-03-05T00:00";"november-desember2020";"november-desember2019";"369633,00";"371610,00";"2036074,00";"0.85";"989271733";"VEKTE AS"
"2021009711";"992927593";"ELEMENTMONTASJE VEST AS";"1146";"TYSVÆR";"1100";"Rogaland";"43.990";"";"";"307818,45";"2021-03-05T00:00";"september-oktober2020";"september-oktober2019";"899709,00";"8025276,00";"15697630,00";"0.70";"984388241";"TVEIT REGNSKAP AS"
